Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-1-GUY-TST.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-HTI-TST.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-HITZ-TST.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-1-HND-TST.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-HKG-TST.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-HUN-TST.A","        Hungary","28687.61775","28941.14905","29143.97409","28124.33734","27927.02385","26556.85252","25751.06391","25501.94185","23306.14033","22401.14382","19654.1873","18888.08185","17464.99964","16349.46192","15524.93404","16283.32332","16820.14829","17376.81484","16168.68308","16035.30357","15468.71623","15337.54134","14359.79237","14661.82531","12392.16902","10549.1067","10970.18912","10822.47958","10366.12324","9905.35766","10045.35103","10532.57205","10240.4599","10535.87898","10528.16281","10208.492909999999","10158.888959999998","8787.615319999999","8693.918969999999"
"INTL.7-1-ISL-TST.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-IND-TST.A","        India","127989.2141","139637.32387","148222.11415","156201.73623","167857.56217","174724.95348","190612.54751","206616.9864","225214.05841","231168.73703","239034.8212","266891.2972","275676.7079","290125.78739","301877.51429","317114.74542","339294.32493","351952.15066","354024.49346","359970.35359","372517.94833","388663.4829","403787.1761","429023.46124","455201.11912","481825.21254","509396.19026","541302.55322","544930.80868","548559.06414","578215.60818","590753.00656","680568.39862","671435.4847","713454.16401","747074.34343","761662.03839","790476.18961","817472.5164519999"
"INTL.7-1-IDN-TST.A","        Indonesia","627.10492999","763.57108005","659.04992005","737.00537001","1686.5915","2716.377389586","4328.7713698","5189.9712002","6827.34253","9713.5677005","13165.06992","17377.04284","24762.322375","32401.340096","35647.206134","47455.121412","55479.2623","60490.363559","71623.837218","85671.160454","87498.060862","103180.62524","112582.22723","129084.91024","158417.37934","188495.01","214652.73286","239891.20403","264829.94219","282390.87813","303316.24495","389414.08656","425576.93139","522904.3038","504964.58116","508788.9057","502871.36935","508438.48571","604705.2198"
"INTL.7-1-IRN-TST.A","        Iran","992.08022","995.38593","1118.84465","1130.97145","1144.19778","1219.15486","1391.11694","1219.15486","1169.55091","1193.80173","1268.75881","945.78198","1070.34433","1250.01954","1225.76872","1250.01954","1225.76872","1333.79675","1355.8413","1146.4024","1265.45188","1227.97334","1137.58392","1259.94033","1349.22744","1494.73236","1463.86768","1580.71254","1533.31321","1269.86112","1200.41559","1283.08884","1150.81164","1158.52781","1184.98325","1329.38586","1229.07565","1349.57704",""
"INTL.7-1-IRQ-TST.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-IRL-TST.A","        Ireland","66.1386","76.05939","68.34322","82.67325","77.1617","62.83167","59.52474","49.60395","49.60395","47.39933","27.55775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-ISR-TST.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-ITA-TST.A","        Italy","1417.570659999995","1338.2043400000093","2099.900550000015","1929.0424999999707","1961.0094899999824","2085.570519999979","1143.095470000001","1072.5476299999982","1146.4024000000002","1183.880939999995","1117.7423399999984","1059.3199099999981","909.4057499999999","694.4553000000018","294.3167700000038","189.5973199999983","151.01647000000008","238.09896000000293","208.3365900000026","126.76564999999967","15.432339999999988","153.2210900000002","179.67653000000183","275.57750000000055","108.02637999999936","104.71944999999964","23.148510000000456","174.16498000000155","128.97027000000028","79.36632000000014","111.33330999999968","101.41251999999957","88.18480000000085","80.46863000000036","94.79866000000035","89.28711000000041","0","0","0"
"INTL.7-1-JAM-TST.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-JPN-TST.A","        Japan","19901.10474","19496.55697","19407.26986","18805.4086","18351.25688","18056.94011","17651.29003","14387.35012","12374.53206","11235.84583","8795.33149","8741.3183","8378.65831","7943.24586","7431.77402","6963.29227","6796.84346","4376.1707","4077.44469","4066.42159","3267.24684","3110.71882","1416.46835","1493.63005","1402.13832","1376.78519","1489.22081","1410.9568","1421.9799","1329.38586","1262.14495","1317.26045","1374.58057","1378.98981","1452.84458","1394.4221499999999","1419.7752799999998","1463.7541420699997","1113.02776013"
"INTL.7-1-JOR-TST.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-KAZ-TST.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","139481.89815","118179.7574","110022.66342","89015.94174","81997.53397","77353.50194","76180.6441","63971.45854","82547.58667","84399.46746","78264.01","89074.36418","91563.38015","91258.04028","106554.79615","107836.78268","109118.76921","111172.37274","122278.14599","128363.99951","132858.11737","131807.61594","125646.80535","118298.80689","113619.50094","124290.96405","125327.13544999999"
"INTL.7-1-KEN-TST.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-KIR-TST.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-XKS-TST.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8508","9470","9534","9141","9572","9059.88589","7941.04124","9084.13671","9701.43031","8349.66425","8444.54007177"
"INTL.7-1-KWT-TST.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-KGZ-TST.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","2371.06881","1897.07551","931.45195","510.36953","450.84479","575.40582","476.19792","459.66327","468.48175","524.69956","505.96029","458.56096","508.16491","369.27385","353.84151","435.41245","534.62035","669.10217","633.82825","916.01961","1283.08884","1552.05248","1987.46493","2031.55733","2040.37581","2062.42201","2543.02917"
"INTL.7-1-LAO-TST.A","        Laos","0","0","0","0","0","0","0","0","0","0","3.30693","5.51155","9.92079","15.43234","20.94389","25.35313","55.88712","105.16037","171.96036","231.4851","252.84787","272.22647","292.48694","320.91551","381.91735","408.40586","445.79621","503.44702","555.6414","626.14514","808.36801","932.05822","1037.64849","1162.93705","1287.77366","5283.58127","14589.9547","14961.43317","15332.91163999982"
"INTL.7-1-LVA-TST.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LBN-TST.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LSO-TST.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LBR-TST.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LBY-TST.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LTU-TST.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-LUX-TST.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MAC-TST.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MDG-TST.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MWI-TST.A","        Malawi","0","0","0","11.02311","12.125415","31.41584","34.171615","35.342816875","50.70625","58.42244","55.25328875","56.21781","57.32012","57.32012","56.21781","54.01319","58.42243","60.62705","62.83167","69.7100844","86.751797","53.241573","69.335299","89.728034","57.099658","57.209889","66.579524","64.595366","66.799986","65.03629","87.08249","84.87787","78.26401","73.85477","70.54784","65.03629","47.39933","66.1386",""
"INTL.7-1-MYS-TST.A","        Malaysia","0","0","0","0","0","0","23.603789999999","95.90109","98.10571","119.59417","122.35656","198.27495","195.546067","218.445924","241.345781","264.245638","287.145495","310.04535199999","347.22808","367.2713628","393.027794","601.862","616.963664","696.881236","782.750758","868.62028","993.18131","1184.98325","1382.29844","2356.74169","2642.24033","3214.33991999999","3251.8145000000104","3190.04325222","2920.2205580772","2820.81129000003","2490.11829","3294.80459","2923.32612"
"INTL.7-1-MDV-TST.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MLI-TST.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MLT-TST.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MTQ-TST.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MRT-TST.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MUS-TST.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MEX-TST.A","        Mexico","3405.03559","3353.22702","4032.24998","5121.33226","5579.89322","5724.29583","6200.49375","6851.95896","6117.8205","6571.97222","7642.31523","7124.22953","6728.50024","7291.78065","9808.35438","10273.5292","11359.30455","11469.53555","12381.14592","11382.45306","12504.60464","12505.70695","12107.77304","13189.13915","14462.3072","14853.627249999508","16582.049329999925","17876.16127","15939.402599999765","14048.940950000053","16869.752240000274","21514.886579999962","17363.587120000226","16740.78197","16961.24397","11769.36387","13852.72977","12980.802559999998","13494.4569738"
"INTL.7-1-FSM-TST.A","        Micronesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MDA-TST.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MNG-TST.A","        Mongolia","5817.522443","4743.24578","5934.23516","5997.8455","5986.65299","7190.36813","7787.82015","8559.43715","9486.47986","8868.08395","7889.23267","7756.95547","6886.13057","6191.67527","5685.71498","5532.49389","5632.8041","5427.77444","5574.38167","5471.86684","5715.47735","5666.97571","6111.20664","5852.16379","5952.474","8284.96196","9215.3116","10394.7833","11318.51908","15928.3795","27792.54203","29232.15888","30671.77575","28601.63757","29061.30084","26432.29149","38686.83562317579","47257.61743754374","51140.102949238346"
"INTL.7-1-MNE-TST.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1666.69272","1326.07893","1918.0194","1054.91067","2136.27678","2174.85763","1968.72566","1865.10852","1824.32305","1954.39563","1541.02938","1625.68679","1759.1765289999998"
"INTL.7-1-MSR-TST.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MAR-TST.A","        Morocco","749.5708","774.92393","810.19785","827.83481","923.73578","854.29025","854.29025","698.86454","701.06916","555.56424","579.81506","607.37281","634.93056","665.79524","716.5015","716.5015","557.76886","414.46856","296.52139","142.19799","34.17161","32.2425675","30.313525","28.3844825","26.45544","13.22772","7.53245166666667","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-MOZ-TST.A","        Mozambique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.04622999999956","20.943915000000217","19.841599999999872","23.148510000000044","26.45590958405985","33.0693","48.50164","40.78547","18.73927","36.37623","45.19471","26.45544","41.88778","40.6201235","39.352467","680.12527","4993.4643","6702.04479999995","7550.82349999994","7274.15297239555","6818.88965999995","12983.00718","12792.307549999998"
"INTL.7-1-NAM-TST.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-NRU-TST.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-NPL-TST.A","        Nepal","8.98384","9.93183","9.72018","10.0167","9.22855","8.27285","5.51156","0","0","0","0","0","2.20462","2.20462","2.20462","6.61386","7.71617","8.81848","12.12541","19.84158","18.73927","11.0231","13.22772","12.12541","9.92079","10.20628829","13.18693453","18.04922394","15.26148195","16.33513189","13.007258","14.5063996","10.3727371","15.43234","16.433496847059","20.94389","23.14851","23.14851",""
"INTL.7-1-NLD-TST.A","        Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
