Report generated on: 09-19-2020 19:43:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","electricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.38-7-CHE-MK.A","        Switzerland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.307","0.316","0.317","0.326","0.337","0.342","0.367","0.368","0.364","0.371","0.39","0.381","0.431","0.431","0.426","0.451","0.452","0.453","0.453",""
"INTL.38-7-SYR-MK.A","        Syria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007",""
"INTL.38-7-TWN-MK.A","        Taiwan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.262","0.354","0.347","0.359","0.374","0.386","0.407","0.42","0.413","0.413","0.413","0.41","0.41","0.41","0.41","0.41","0.41","0.41","0.41",""
"INTL.38-7-TJK-MK.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TZA-MK.A","        Tanzania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.07",""
"INTL.38-7-THA-MK.A","        Thailand","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.6","0.6","0.6","0.6","0.7","0.8","1.04","1.38","1.62","1.7","1.77","1.98","2.2","2.63","2.83","3.23","3.395","3.824","4.095",""
"INTL.38-7-BHS-MK.A","        The Bahamas","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TLS-MK.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TGO-MK.A","        Togo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TON-MK.A","        Tonga","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TTO-MK.A","        Trinidad and Tobago","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005",""
"INTL.38-7-TUN-MK.A","        Tunisia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TUR-MK.A","        Turkey","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.081","0.081","0.086","0.086","0.086","0.086","0.113","0.115","0.129","0.129","0.123","0.104","0.148","0.178","0.227","0.277","0.365","0.478","0.57",""
"INTL.38-7-TKM-MK.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TCA-MK.A","        Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-TUV-MK.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA"
"INTL.38-7-USIQ-MK.A","        U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.38-7-VIR-MK.A","        U.S. Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-UGA-MK.A","        Uganda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.016","0.016","0.016","0.016","0.016","0.016","0.016","0.03","0.03","0.04","0.04","0.04","0.05","0.08","0.09","0.09","0.09","0.09","0.09",""
"INTL.38-7-UKR-MK.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0.002","0.004","0.004","0.006","0.024","0.05","0.05","0.06","0.073","0.098",""
"INTL.38-7-ARE-MK.A","        United Arab Emirates","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001",""
"INTL.38-7-GBR-MK.A","        United Kingdom","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.785","0.914","0.987","1.278","1.431","1.714","1.688","1.754","1.762","1.906","2.366","3.455","3.373","4.063","4.594","5.294","5.768","6.053","6.42",""
"INTL.38-7-USA-MK.A","        United States","","","","","","","","","","","","","","","","","","","","","10.539","10.149","10.33","10.313","10.457","10.689","10.981","11.626","11.992","12.1436","12.2896","13.032","14.0471","15.7042","16.3272","15.889","16.04","16.8467","16.0799",""
"INTL.38-7-URY-MK.A","        Uruguay","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.012","0.012","0.012","0.012","0.012","0.013","0.013","0.2","0.2","0.2","0.24","0.24","0.42","0.42","0.44","0.44","0.44","0.44","0.44",""
"INTL.38-7-UZB-MK.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-VUT-MK.A","        Vanuatu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0.003","0.003","0.003","0.003","0.0027","0.0027","0.0027","0.0027",""
"INTL.38-7-VEN-MK.A","        Venezuela","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-VNM-MK.A","        Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.15","0.177","0.18","0.19",""
"INTL.38-7-WAK-MK.A","        Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-ESH-MK.A","        Western Sahara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-YEM-MK.A","        Yemen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.38-7-ZMB-MK.A","        Zambia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04",""
"INTL.38-7-ZWE-MK.A","        Zimbabwe","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.06","0.06","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",""
"","hydroelectric pumped storage electricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.82-7-WORL-MK.A","    World","18.699","23.398","25.787","27.943","34.234","36.276","38.586","41.76","42.945","65.867","74.049","79.185","83.427","88.299","92.329","94.705","96.621","94.802","98.297","99.604","104.402","106.738","106.853","109.7","111.833","115.8","119.837","123.976","126.385","131.5014","134.7769","138.5046","141.1743","143.0643","144.9391","148.0841","155.3487","166.2414","167.9012",""
"INTL.82-7-AFG-MK.A","        Afghanistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ALB-MK.A","        Albania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-DZA-MK.A","        Algeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ASM-MK.A","        American Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-AGO-MK.A","        Angola","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ATA-MK.A","        Antarctica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ATG-MK.A","        Antigua and Barbuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ARG-MK.A","        Argentina","0","0","0","0","0","0","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974","0.974",""
"INTL.82-7-ARM-MK.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ABW-MK.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-AUS-MK.A","        Australia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.94","0.94","0.94","0.94","0.94","0.94","0.94","0.94","1.49","1.49","1.49","1.49","1.49","1.49","1.416","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61",""
"INTL.82-7-AUT-MK.A","        Austria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.753","1.753","1.753","1.753","1.769","1.769","1.77","1.77","1.77","1.77","3.937","3.937","3.937","3.938","3.965","3.965","3.965","3.965","4.415","4.619","4.793","5.033","5.108","5.111","5.211","5.193","5.623","5.644","5.644",""
"INTL.82-7-AZE-MK.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BHR-MK.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BGD-MK.A","        Bangladesh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BRB-MK.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BLR-MK.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BEL-MK.A","        Belgium","1.055","1.055","1.239","1.239","1.239","1.239","1.238","1.238","1.238","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.31","1.31","1.31","1.31","1.31","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.307","1.31","1.31","1.31","1.31","1.31","1.31",""
"INTL.82-7-BLZ-MK.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BEN-MK.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BMU-MK.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BTN-MK.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BOL-MK.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BIH-MK.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42","0.42",""
"INTL.82-7-BWA-MK.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BRA-MK.A","        Brazil","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-VGB-MK.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BRN-MK.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BGR-MK.A","        Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","0.864","0.864","0.864","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013","1.013",""
"INTL.82-7-BFA-MK.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-MMR-MK.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-BDI-MK.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CPV-MK.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-KHM-MK.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CMR-MK.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CAN-MK.A","        Canada","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.186","0.183","0.183","0.183","0.183","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.177","0.174","0.174","0.174","0.174","0.174","0.174","0.174",""
"INTL.82-7-CYM-MK.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CAF-MK.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-TCD-MK.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CHL-MK.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CHN-MK.A","        China","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.6","1.2","1.4","1.6","2","2.3","3.5","5","5","5","5","5","5.6","6.2","8.945","10.2","14.21","16.61","18.38","20.33","21.53","22.11","23.03","26.69","28.49","29.99",""
"INTL.82-7-COL-MK.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-COM-MK.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-COG-MK.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-COD-MK.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-COK-MK.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CRI-MK.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-HRV-MK.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","0.291","0.291","0.291","0.291","0.291","0.291","0.291","0.291","0.291","0.291","0.291","0.293","0.293","0.256","0.256","0.293","0.293","0.293","0.293","0.293","0.293","0.293","0.293","0.293","0.293","0.293","0.293",""
"INTL.82-7-CUB-MK.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CYP-MK.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CZE-MK.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","0.491","0.491","0.491","1.146","1.145","1.145","1.145","1.145","1.145","1.145","1.145","1.145","1.147","1.147","1.147","1.147","1.147","1.147","1.147","1.147","1.172","1.172","1.172","1.172","1.172","1.172",""
"INTL.82-7-CIV-MK.A","        Côte d’Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-DNK-MK.A","        Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-DJI-MK.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-DMA-MK.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-DOM-MK.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ECU-MK.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-EGY-MK.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-SLV-MK.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-GNQ-MK.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ERI-MK.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-EST-MK.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-SWZ-MK.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-ETH-MK.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-FLK-MK.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-FRO-MK.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-FJI-MK.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-FIN-MK.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-CSK-MK.A","        Former Czechoslovakia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.82-7-SCG-MK.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.82-7-SUN-MK.A","        Former U.S.S.R.","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.82-7-YUG-MK.A","        Former Yugoslavia","0","0","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","0.614","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.82-7-FRA-MK.A","        France","1.614","1.614","2.534","2.534","2.534","2.555","2.994","4.087","4.237","4.237","7.03","7.087","7.09","7.088","7.089","7.089","7.074","7.071","7.071","7.168","7.167","7.167","7.182","7.182","7.125","7.125","7.125","7.125","6.985","6.985","7.269","7.27","7.269","7.266","7.185","7.137","7.135","7.146","7.146",""
"INTL.82-7-GUF-MK.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-PYF-MK.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-GAB-MK.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.82-7-GMB-MK.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
