Report generated on: 09-17-2020 15:54:42
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.55-1-CHN-TBPD.A","        China","","","","","","","","2114","2012","2045","2120","2296","2505","2620","2690","2730","2757","2774","2835","2845","2889.8012575342464","2939.2876712328766","2990.0493150684933","3131.3387978142077","3200.3424657534247","3198.178082191781","3194.9945205479453","3259.7622950819673","3310.104000000002","3409.7520547945205","3452.7712328767125","3550.6142076502733","3692.121917808219","3791.7350684931507","3889.9712328767123","3966.1819672131146","3992.9586301369864","4332.360273972603","4397.055616438356","4489.011475409836","4612.816712328767","4730.254794520548","4837.693150684931","4541.48087431694","4423.808219178082","4416.402739726027","4534.068493150685",""
"INTL.55-1-COL-TBPD.A","        Colombia","","","","","","","","132","131","147","156","172","180","310","391","382","411","448","425","439","461.0002931506849","454.93424657534246","589.7986301369863","632.9644808743169","656.258904109589","736.8383561643835","821.0246575342466","694.2765027322405","626.6209999999999","578.9397260273972","544.547","532.761256557377","530.6185643835616","539.5465534246575","538.188495890411","596.1500109289617","683.6025561643836","799.4074876712328","932.0610684931506","962.5726502732241","1021.9915068493151","1007.8920465753424","1027.0130410958905","902.0958196721311","877.5753424657535","886.6575342465753","908.8630136986301",""
"INTL.55-1-COM-TBPD.A","        Comoros","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-COG-TBPD.A","        Congo-Brazzaville","","","","","","","","65","83","89","87","121","120","119","123","144","164","165","156","174","181","179.9041095890411","187.8739726027397","200.9262295081967","265.2328767123288","277","282.8383561643836","292.1301092896177","266.60562465753446","260.2136219178082","255.8383890410959","243.2536912568306","236.20581095890412","247.74931506849316","214.1707397260274","240.2704918032787","274.8602739726027","346.05621643835616","295.9598520547945","270.59534972677596","248.30152602739727","241.28248493150684","245.4784","204.99632513661203","252.95068493150686","347.4027397260274","335.7890410958904",""
"INTL.55-1-COD-TBPD.A","        Congo-Kinshasa","","","","","","","","20","20","23","25","32","33","32","32","30","28","29","28","26","25","26.26027397260274","30","30","28.328767123287673","26.838356164383562","22","26","24","22.665753424657535","22","21.084699453551913","19.747945205479454","20","22.156164383561645","19.957650273224044","22","21","20.161643835616438","20","20","20","20","20","19.161643835616438","17","15",""
"INTL.55-1-COK-TBPD.A","        Cook Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-CRI-TBPD.A","        Costa Rica","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","1","1.34","2.06","2.11","2.9","2.4","1.2","0","0","1.259","1.324","1.331","1.479","1.571","1.571","1.571","1.571",""
"INTL.55-1-HRV-TBPD.A","        Croatia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","42","43","46","40.1","36","36.3","38.2","31.6","30.339","28.562","27.403","27.276","25.24863387978142","23.65753424657534","21.75068493150685","20.193613698630138","18.766666666666666","20.68082191780822","19.853561643835615","17.802054794520547","16.60333333333333","16.657260273972604","16.198630136986303","14.75917808219178","14.601967213114754","15","14.915068493150685","14.413698630136986",""
"INTL.55-1-CUB-TBPD.A","        Cuba","","","","","","","","6","9","11","13","16","19","20","20","17","17","16","16","18","22","26","27.767123287671232","32","32.7","33.5","40","43.10000000000003","51.00000000000002","48.295890410958904","56.16712328767123","58.93","53.069","52.144","50.939","52.546","48.535","58.251","60.148","57.378502732240435","54.988","54.943","52.24","51.64233333333333","51.809","51.809","51.809",""
"INTL.55-1-CYP-TBPD.A","        Cyprus","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0.02","0.01","0","0","0",""
"INTL.55-1-CZE-TBPD.A","        Czech Republic","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","2.162","2.5","3","4.3","3.5","3.8","8.46027397260274","7.766666666666667","7.16986301369863","8.26849315068493","9.673972602739726","11.325136612021858","11.515068493150684","9.501369863013698","7.413698630136986","7.412568306010929","6.504109589041096","11.580780821917807","12.427931506849315","12.635","10.753","13.522","12.615616438356165","11.069333333333333","13.961","13.961","13.626753424657535",""
"INTL.55-1-CIV-TBPD.A","        Côte d’Ivoire","","","","","","","","1","7","9","23","27","28","20","18","12","2","2","2","1.5","0.499986301369863","6.8","8.023287671232877","16","18.767123287671232","20","15","11.497267759562842","11","12","19","26","39","62","52","59.16502732240437","57.8172602739726","43.83287671232877","39.58904109589041","37.91530054644809","37","36","29.586301369863012","40.52459016393443","54","52","50",""
"INTL.55-1-DNK-TBPD.A","        Denmark","","","","","","","","6","15","35","45","46","58","76","97","99","117","121","143","163","173.95616438356166","184.97808219178083","186.07671232876712","207.92349726775956","230.48219178082192","238.35342465753425","300.1808219178082","362.9344262295082","346.6927397260274","371.5416438356164","375.92657534246575","390.4472732240437","378.5455698630137","343.40481369863016","312.9557123287671","288.3128879781421","261.68068493150685","246.9854301369863","222.84734520547946","203.83018306010928","177.60616712328766","167.52171232876714","158.24857534246576","143.60261202185794","140.05815068493152","121.1622602739726","108.0554109589041",""
"INTL.55-1-DJI-TBPD.A","        Djibouti","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-DMA-TBPD.A","        Dominica","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-DOM-TBPD.A","        Dominican Republic","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-ECU-TBPD.A","        Ecuador","","","","","","","","206","213","213","239","260","283","295","176","304","281","287","301","324","347.52054794520546","367.9205479452055","395.027397260274","399.9781420765027","391.34520547945203","379.0986301369863","376.64383561643837","398.2207650273224","414.9835616438356","395.02900000000005","413.31369863013697","530.2447021857923","533.9764","537.6712191780822","513.1206","506.27966393442625","486.99117534246574","487.4915205479452","500.78802191780824","504.69207923497265","527.9874082191781","558.4160575342465","545.352501369863","551.1847650273224","534.0872876712328","519.8845479452054","533.6681095890411",""
"INTL.55-1-EGY-TBPD.A","        Egypt","","","","","","","","612","615","690","752","847","914","837","921","883","910","913","919","895","908","913.8054794520548","939","942.6666666666666","879.4575342465754","857.8054794520548","881.5890410958904","803.44","758.398","750.9870000000001","749.651","708.1300000000001","689.7205479452055","665.9589041095891","664.2739726027397","693.5737704918033","704.2849315068493","697.6154246575343","704.3096438356164","708.8128196721311","708.5393835616438","708.4514520547946","718.8704246575343","684.0811420765027","659.1454657534247","668.9728630136987","655.4358767123288",""
"INTL.55-1-SLV-TBPD.A","        El Salvador","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.4","0.35","1.54","5.78","4.74","4.555","2.15","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-GNQ-TBPD.A","        Equatorial Guinea","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","4.5","5.010958904109589","5.001643835616439","17","52.42191780821918","83","102","167.50000000000014","181.43835616438355","212.56164383561645","206.46587671232896","368.20765027322403","375.4767123287671","362.86575342465756","368.52876712328765","359.20315300546446","346.01606849315067","322.7103835616438","298.8880328767123","310.4","290.7972602739726","278","268","244","205.7780821917808","184.23287671232876","166.76712328767124",""
"INTL.55-1-ERI-TBPD.A","        Eritrea","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-EST-TBPD.A","        Estonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","7.3","4.4","3","4.747","5.1","5.5","6.1","6.562","6.9","7.28","7.400021917808219","7.6","9","10","11","11","13","13","16","16","16","22","22",""
"INTL.55-1-SWZ-TBPD.A","        Eswatini","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0.775","0.775","0.775",""
"INTL.55-1-ETH-TBPD.A","        Ethiopia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0.354","0.354","0.354",""
"INTL.55-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-FJI-TBPD.A","        Fiji","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-FIN-TBPD.A","        Finland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.22","0.4","0","0","0","6.792","4.696","6.021","7.485","8.33","10.074","2.836","8.306","8.306","8.306",""
"INTL.55-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","2.1","2.1","2.1","2.1","2.1","2.1","3.1","3.1","3.1","3.1","2.4","2.8","2.3","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.55-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","23","23","26","24","24","22","20","20","18","17","16","15.5","15","14.161643835616438","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.55-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","11991","12150","12227","12302","12201","11935","12335","12480","12503","12140","11400","10412","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.55-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","88","88","89","87","84","90","88","90","86","78","74","68","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.55-1-FRA-TBPD.A","        France","","","","","","","","52","61","55","55","55","67","74","77","79","77","72","69","70","68.58630136986301","69.15342465753425","62.25479452054795","55.16393442622951","45.56575342465754","39.893150684931506","41.752876712328764","44.00273224043713","40.178082191780824","38.986301369863014","39.38219178082192","39.16120218579235","35.4027397260274","38.93698630136986","24.33150684931507","25.5","26.15068493150685","87.89593150684931","84.41513698630138","86.69636612021858","90.3217397260274","92.66998630136986","96.10223287671234","99.45903278688525","85.07612328767124","80.49530136986301","79.39941095890411",""
"INTL.55-1-GUF-TBPD.A","        French Guiana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-PYF-TBPD.A","        French Polynesia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-GAB-TBPD.A","        Gabon","","","","","","","","175","151","156","157","157","172","166","155","159","208","270","294","298","313.4547945205479","328.54794520547944","364.7068493150685","368.3606557377049","370.32876712328766","351.7671232876712","331.027397260274","315.00000000000006","269.99999999999983","251.1999999999999","241.41643835616438","239.05191256830602","266.3169095890411","237.21972602739726","244.22058904109588","248.13661202185793","242.12876712328767","245.87671232876713","241.35342465753425","230","220","220","213.32876712328766","210.81967213114754","198.84931506849315","195.83561643835617","201.78082191780823",""
"INTL.55-1-GMB-TBPD.A","        Gambia, The","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-GEO-TBPD.A","        Georgia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.9","2","1.8084931506849315","1","1.2","2.675342465753425","2.1915068493150685","2.2","2","2","1.48","2.8","2","2","1","1","1","1","1","1","1","1","1","0.7994520547945205","0.4","0.4","0.4","0.4",""
