"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000001&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=5-A&vs=INTL.5-2-AFG-TBPD.A&cy=2015&vo=0&v=H&end=2017"
"Wed Sep 19 2018 19:04:57 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"","Petroleum (annual)","1000 bbl/d"
"","Consumption",""
"","Turkey","1000 bbl/d",313.2,280,327,342,343.472677596,359.471232877,387.536986301,440.542465753,435.617486339,447.824657534,476.989041096,466.15890411,491.964480874,565.44109589,541.797260274,608.273972603,633.661202186,630.580821918,629.068493151,626.523287671,666.879781421,618.591780822,657.715068493,644.964383562,661.341530055,659.331506849,677.569863014,689.775342466,677.693989071,703.194520548,674.84109589,655.331506849,688.521857924,746.816438356,762.531506849,881.449315068,941.860655738,989.882191781
"","Turkmenistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,75,66.6,62.9,63,61.7,65.7,58.2,53.9,61.9,78,79.2,86.6,94.1,96.4,94.4,99.7,88.6,82.9,134,138,147,142.9,155.14891726,156,-,-
"","Turks and Caicos Islands","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889397550685,0.0889397550685,0.0889395506849,0.0978343232877,0.0978343232877,0.162014651157,0.107,0.083,0.083,0.083,0.0604109589041,0.06,0.5,1,1.1,1.3,1.3,1.3,1.3,1.32849315068,1.3,-,-
"","U.S. Pacific Islands","1000 bbl/d",1.1,1.1,1.1,1.1,1,0.9,0.8,0.8,1.11912,1.88591,1.98591,1.98591,1.98568,1.88591,1.88591,1.98591,1.98568,1.98591,1.98591,1.98591780822,2.08568306011,2.08591780822,2.08591780822,2.08591780822,2.08568306011,2.08591780822,2.1,2.1,2.36,2.1,2.41,2.1,2.1,2.1,2.06,2,-,-
"","U.S. Territories","1000 bbl/d",-,-,-,-,-,-,-,-,-,-,-,-,-,238.296410959,253.297772603,249.951312329,253.376967213,262.209071233,264.000312329,272.471356164,289.685538251,336.687917808,491.901369863,578.287671233,643.836065574,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Uganda","1000 bbl/d",5,3.2,3.8,3.7,3.8,4.1,4.39,3.9,5.9,5.41625,5.83178,6.33178,6.63169,6.83178,7.03178,6.93178,7.03169,7.23178,8.2498,8.24980821918,8.76879781421,9.5,10.0317808219,10.6596335041,10.8316939891,11.3,12.9095342466,13.8,23.5,22.2,23.1,22.2,22.2,26.2,26.2876986301,26,-,-
"","Ukraine","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,813,570.2,495.3,484,392.2,373.2,365.2,373.1,264.1,402.6,392.442356164,338.821178082,325,351.6,366.5,362.4,337.8,293.3,306.5,292.7,262.2,242.4,245.726888767,222,-,-
"","United Arab Emirates","1000 bbl/d",75,137,148,149,153,185,207.7,210.3,236.4,242.7,242.9,301.1,304.9,309.8,317.4,315.8,306.1,316.8,323.2,324.3,427.14284153,514.927054247,490.793769863,486.713568219,504.246042623,524.577914521,561.887756712,586.565109589,628.846510383,633.597121096,657.521611507,698.020383014,737.180313661,757.93146411,831.203836712,849,-,-
"","United Kingdom","1000 bbl/d",1725.6,1590,1590,1531,1825.45355191,1617.38630137,1636.86849315,1610.85479452,1691.52185792,1730.63013699,1775.94246575,1802.53150685,1814.66120219,1828.65205479,1832.68493151,1816.16986301,1851.63934426,1810.0109589,1792.31506849,1811.29041096,1765.42622951,1746.99452055,1738.64383562,1759.32876712,1789.2431694,1819.00273973,1805.46027397,1750.68493151,1729.31420765,1649.36438356,1624.44657534,1581.99452055,1534.3579235,1512.33424658,1517.67123288,1555.86575342,1583.41530055,1584.1260274
"","United States","1000 bbl/d",17056,16058,15296,15231,15725.5737705,15724.2493151,16280.6986301,16665.1753425,17284.1557377,17325.4191781,16988.2465753,16714.0630137,17032.8114754,17236.6520548,17714.7342466,17721.6027397,18303.1229508,18615.3150685,18915.9616438,19518.1369863,19699.6967213,19645.7589041,19764.3753425,20030.3260274,20725.431694,20797.7561644,20687.5479452,20679.5041096,19498.2322404,18771.4657534,19180.4410959,18881.9753425,18490.5874317,18961.2082192,19105.1041096,19531.3150685,19686.8661202,19872.6739726
"","Uruguay","1000 bbl/d",40,36,34,27,26,24,23.4,26.6,33.8,32.01206,31.5,29.5,32.4,35.4,33.8,30.5,34.3,36.94676,44,48,43.1,34.5,36.9651780822,36.2217260274,38.165,39.8,46.9,45.3,58.9,59.4,54.8,61.4,65.5,58.6,52.5993282192,54,-,-
"","Uzbekistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,191.1,177.8,173.4,183.8,143.2,141,147.4,142.2,141.176051366,138.241335519,137.035240437,142.440378142,131.741606557,105.443854645,102.847554098,93.0258027397,89.667326776,92.65144,82.2351769863,75.7911473973,68.0118684932,63.5312646575,59.5447934247,57.7597117808,-,-
"","Vanuatu","1000 bbl/d",0.8,0.7,0.7,0.7,0.7,0.8,0.74555,0.64555,0.84543,0.74555,0.74555,0.67,0.34024,0.34034,0.34034,0.34034,0.34024,0.34034,0.34034,0.340356164384,0.540245901639,0.540356164384,0.540356164384,0.540356164384,0.540245901639,0.640356164384,0.640356164384,0.78071232876,0.548698269037,0.8414978,0.839542136986,0.952820794521,0.952820794521,0.965150684932,1.008,1,-,-
"","Venezuela","1000 bbl/d",400,433,427,400,379,383,401.2,403.4,395.4,387.1,394.9,405.1,413.8,428,438.8,448.8,442.3,455.1,456.8,460.6,564.680382514,529.618876712,536.294931507,504.424465753,568.816420765,641.692438356,630.59509589,601.394187118,697.24226776,734.235232877,812.748520548,749.207454247,827.68044153,778.212549041,789.973230685,676,-,-
"","Vietnam","1000 bbl/d",24,26,26,27,27,28,28.5,34.6,40.7,45.8,53.43111,56,61.20111,76.80111,85.20111,95.00111,116.2,127.9,135.4,159.1,165.382431694,182.582821918,207.331342466,222.876136986,257.366557377,264.173479452,258.909671233,286.503863014,296.671885246,320.279791781,339.387493699,367.499522192,372.822673224,378.224666301,378.811036712,416.295271233,-,-
"","Virgin Islands,  U.S.","1000 bbl/d",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,-
"","Virgin Islands, British","1000 bbl/d",0.2,0.3,0.3,0.3,0.2,0.2,0.12117,0.32117,0.32112,0.32117,0.32117,0.32117,0.32112,0.32117,0.32117,0.32117,0.42112,0.42117,0.42117,0.421178082192,0.421120218579,0.421,0.421,0.499,0.642240437158,0.642356164384,0.663534246575,0.7,0.8,0.780476712329,1.18471232877,0.780476712329,0.780476712329,1.18471232877,1.20898630137,1.2,-,-
"","Wake Island","1000 bbl/d",9,9,9,9,9,8.9,8.9,8.9,8.8,8.8,8.6,8.6,8.7,8.7,8.7,8.8,8.9,9,9,9,9,9,9.1,9.1,9.1,9.1,9.4,9.6,9,9.4,9,9.4,9.4,9.4,9.3,9.3,-,-
"","Western Sahara","1000 bbl/d",1.1,1.1,1.2,1.2,1.2,1.3,1.25574,1.27746,1.27699,1.27746,1.37746,1.37746,1.37699,1.31393,1.31393,1.47746,1.47699,1.47746,1.47746,1.47747945205,1.61978142076,1.62038356164,1.62038356164,1.62038356164,1.61978142076,2.03347945205,1.62038356164,1.72038356164,1.62038356164,1.62038356164,1.62038356164,1.62038356164,1.62038356164,1.62038356164,1.70219178082,1.7,-,-
"","Yemen","1000 bbl/d",45,46,54,50,62,69,66.4,66.1,67.7,73.4,76.3,78.8,84,70,65.6,73,73.4,78.1,84.9,61,72.8,76.8,79.1,82.2,124,128.3,139.9,121,148,131.6,162.8,134.6,129.6,141.3,133.871504658,100,-,-
"","Zambia","1000 bbl/d",16,14,14,14,13,12,11.89598,12.6,13.68403,13.476,13.4,11.3,13,10.8,10.7,10.8,11.2,11.2,11.9,11.2,10.7006736831,11.7,12.2,12.7,13.3,13.9,14.5,14.8953424658,11.7953424658,13,13.3808444329,15.7503227288,19.2,19.3,22.2559178082,22,-,-
"","Zimbabwe","1000 bbl/d",13,15,12,15,15,15,16.1,17.58473,17.6,19.4,20.7,23.7,21,22.3,22.9,24.4,27.9,30.6,30.6,30.6,25.3,23.5,22,20.1,13.3,15.7,13.8,13.3,12.6,12.4,13,14.1,14.8,28.9,26.3908767123,26,-,- 
